Video Link,Primary Tag,Secondary Tag,Rating,Description
https://www.youtube.com/watch?v=4NFUR9vn2MU,irrelevant,Fashion,,"stylo shoes ad showing diff people wearing stylo shows, summer sale collection"
https://www.youtube.com/watch?v=Izl2dIW8f-E,inaudible,Different Language,,punjabi romantic song 
https://www.youtube.com/watch?v=5WJpSAWtI_4,irrelevant,Education & Learning,,yestimonial of a woman. in. tech who used codeacademy 
https://www.youtube.com/watch?v=BwkLVZI3Yrw,child directed,Play and Adventure,,"ad for dubai, showing kids playing in indoor arcade"
https://www.youtube.com/watch?v=9lQRjx_tSU4,irrelevant,Machinery,,ad for IMU used in boats. on sail
https://www.youtube.com/watch?v=9uyS14YN3MI,inappropriate,Scariness,extreme,"horror show trailer, has violence, and jumpscares"
https://www.youtube.com/watch?v=UtPkRBzpBrI,inappropriate,Interpersonal Violence,moderate,south indian music video 
https://www.youtube.com/watch?v=_s7cjRLMJvE,irrelevant,Music & Performance,,"person singing in studio, somoeone playing piano, in hindi"
https://www.youtube.com/watch?v=HZH9lebHzEE,irrelevant,Fitness & Exercise,,"ad for a workout proshows ppl exercisinggram, "
https://www.youtube.com/watch?v=pjv66UC09AQ,irrelevant,Music & Performance,,person reacting to a kpop music video 
https://www.youtube.com/watch?v=evRZzTpdX0E,inappropriate,Intimacy,mild,movie trailer for romance for ppl meeting on metro 
https://www.youtube.com/watch?v=9jKIxTegjZ4,irrelevant,Music & Performance,,audio of a cover of old hindi song
https://www.youtube.com/watch?v=EoA6MDcO6is,irrelevant,Finance & Legal,,video about why de dollairzation is spreading
https://www.youtube.com/watch?v=exaTYMyuTeA,inaudible,Different Language,,korean interview featuring diff people choosing options
https://www.youtube.com/watch?v=MAFLyAW9xjQ,irrelevant,Machinery,,ad for titanium bolts
https://www.youtube.com/watch?v=D1PhNRILU0o,irrelevant,Tech & Gadgets,,review of oppo phone w specs
https://www.youtube.com/watch?v=xxibRnl8eEI,inappropriate,Inappropriate Clothing,moderate,dance is extremely sexual to an indian song 
https://www.youtube.com/watch?v=UrEfux-8OX4,irrelevant,Fashion,,lawn collection modelling for local pak brand
https://www.youtube.com/watch?v=-tWvKMLaXVg,irrelevant,Home and Lifestyle,,ad for office chairs
https://www.youtube.com/watch?v=WVJZa3Pizm8,irrelevant,Education & Learning,,ad for uni of saarland
https://www.youtube.com/watch?v=TSqmc4-Uzbg,inappropriate,Intimacy,mild,music video w romance on the beach
https://www.youtube.com/watch?v=IbbbOor0c8Y,irrelevant,Celebration,,independence day sale
https://www.youtube.com/watch?v=QDs_uqKA9mw,inappropriate,"Drinking, drugs, smoking",mild,"shows boys singing, a song about friendship in indian regional lang"
https://www.youtube.com/watch?v=hfzpV-EPtww,inappropriate,Sexual content,extreme,"shows borderline harassment, music video w guys pursuuing a girl romantically in indian lang"
https://www.youtube.com/watch?v=O4CrwiO3JTg,inappropriate,Sexual content,extreme,"shows couple kissing + on honeymoon , music video"
https://www.youtube.com/watch?v=SjT8nWkK2Iw,irrelevant,Education & Learning,,ielts ad
https://www.youtube.com/watch?v=PoJvTWd1lYE,irrelevant,Fashion,,mens waistcoat collection modelling
https://www.youtube.com/watch?v=a62URN-P3IM,inaudible,Different Language,,"man siniging in malayam, features nature scenes"
https://www.youtube.com/watch?v=vYqb_vf_CD8,irrelevant,Home and Lifestyle,,ac ad
https://www.youtube.com/watch?v=ERIPTRnf_4M,inappropriate,Sexual content,extreme,"extreme sexual content, violence, smoking"
https://www.youtube.com/watch?v=vY8rDJcKZdA,inaudible,Different Language,,arabic song
https://www.youtube.com/watch?v=IQq00SM0R0g,irrelevant,Fashion,,ad for stylo shoes eid 
https://www.youtube.com/watch?v=mxADE7iJTQY,irrelevant,Fashion,,best white sneakers review
https://www.youtube.com/watch?v=VzWlUcoxvmY,inappropriate,Sexual content,moderate,sexual dance in music video
https://www.youtube.com/watch?v=G7U7vt9bGy8,irrelevant,Education & Learning,,grammarly ad for use in the office
https://www.youtube.com/watch?v=7-gLmYJTDtI,inappropriate,Sexual content,extreme,"very intimate rap music video, lyrics alos vulgar"
https://www.youtube.com/watch?v=L5SGkW8BLbk,child directed,Play and Adventure,,features indoor arcade and amusement park
https://www.youtube.com/watch?v=NJYYseJfask,irrelevant,Music & Performance,,"music video showing a couple, but content is family friendly ish"
https://www.youtube.com/watch?v=nUZI9W80hps,inappropriate,Death,mild,animated cartoon where kitten thrown in fire
https://www.youtube.com/watch?v=72XuyxqeE_8,irrelevant,Music & Performance,,"sikh music video, amn singing and exploring city"
https://www.youtube.com/watch?v=dpUO2FpSNT4,inappropriate,Display of weapons,extreme,shows guns used by military
https://www.youtube.com/watch?v=QnEcKGdht90,irrelevant,Fashion,,ad for indian wedding jewelerry
https://www.youtube.com/watch?v=VHFlPRdeSQ8,irrelevant,Music & Performance,,first song to premiere from outer space
https://www.youtube.com/watch?v=zSoJa94Iq1k,irrelevant,Software,,ad for app that has sound tracks
https://www.youtube.com/watch?v=AT5KI_lPdN0,inappropriate,Display of weapons,extreme,"scary display of weapons and fire, blasts smoking etc"
https://www.youtube.com/watch?v=nvtkHxvvSH4,inaudible,Different Language,,song in arabic language
https://www.youtube.com/watch?v=NuKNRFi-sJw,inappropriate,Interpersonal Violence,moderate,"shows parental figures pushing pulling child, bullying, display of weapons too, slapping"
https://www.youtube.com/watch?v=DsBBi3F8ki8,irrelevant,Education & Learning,,12 yr olds mandarin learning journey
https://www.youtube.com/watch?v=dkomGdeG6Dk,inappropriate,Sexual content,mild,"animated music video, has 2 people kissing,"
https://www.youtube.com/watch?v=yZYuyoWc6ZI,irrelevant,Software,,"monitoring of netwroks, cloud "
https://www.youtube.com/watch?v=H04TCxLTgvI,irrelevant,Home and Lifestyle,,kitchen cleaning ad
https://www.youtube.com/watch?v=IlgbeKXDWlQ,irrelevant,Personal Care & Beauty,,fragrance ad showing ingredients
https://www.youtube.com/watch?v=yWXANMPFT_I,irrelevant,Machinery,,bolts ad
https://www.youtube.com/watch?v=Nr4-FT6HcBA,inappropriate,Intimacy,mild,"music video showing fire, has romance too"
https://www.youtube.com/watch?v=34u1sOLrgVo,child directed,Educational Content,,math game ad
https://www.youtube.com/watch?v=Wyp75h7fKcY,irrelevant,Software,,software w sound tracks
https://www.youtube.com/watch?v=m68WZ7Ky5Ys,excluded,,,religious
https://www.youtube.com/watch?v=HFbk28PseGw,inappropriate,Interpersonal Violence,moderate,"shows hitting, also text is inappropriate"
https://www.youtube.com/watch?v=cHBdQ3pc2EM,irrelevant,Music & Performance,,rap track for bg music on vids
https://www.youtube.com/watch?v=SreCPtk4sHA,irrelevant,Education & Learning,,grammarly ad for use in the office
https://www.youtube.com/watch?v=4uEZzOMBbus,inappropriate,Offensive language,moderate,"use of word ""b*tch"" in lil pump song "
https://www.youtube.com/watch?v=TzcNMY2jFuI,irrelevant,Music & Performance,,afro beats audio
https://www.youtube.com/watch?v=7rr2CXvHZZE,inappropriate,Display of weapons,moderate,shows guns being pointed at someone in south indian movie trailer
https://www.youtube.com/watch?v=VbTGAvAYaQY,irrelevant,Tech & Gadgets,,tv unboxing
https://www.youtube.com/watch?v=wiCoUwtw7l4,inappropriate,Intimacy,extreme ,"boy and girl almost kissing, smoking also present"
https://www.youtube.com/watch?v=2QH0bKkTJ_U,irrelevant,Home and Lifestyle,,kitchen appliances
https://www.youtube.com/watch?v=fnMwCP9Wljo,inappropriate,Intimacy,moderate,"shows a boy and girl interacting romantically in a music video, also shwos presence of gun "
https://www.youtube.com/watch?v=JBD7AwJ5O5c,irrelevant,Software,,editing software for videos
https://www.youtube.com/watch?v=lTbTfNXyd6U,irrelevant,Software,,an ai presenting your ppt
https://www.youtube.com/watch?v=Z7RRjkCbwAM,inappropriate,Sexual content,moderate,"sxual dance, and moderate intimacy in a music video bhojpuri song"
https://www.youtube.com/watch?v=1DuL5lSFyc4,irrelevant,Music & Performance,,turkish song w people sitting at table and clapping
https://www.youtube.com/watch?v=EFIFazsqKlw,irrelevant,Social Issues & Activism,,ad rpomoting environmental sustainability in design of houses
https://www.youtube.com/watch?v=o610FL7wO_E,inappropriate,Intimacy,moderate,"couple violence where boy throws girls phone, intimacy between the couple "
https://www.youtube.com/watch?v=n7J8GWsP-6M,irrelevant,Business & Entrepreneurship,,business ad in french
https://www.youtube.com/watch?v=7rOsmloDGWk,irrelevant,Business & Entrepreneurship,,business ad in french
https://www.youtube.com/watch?v=hRyFE5xFjfY,inappropriate,Intimacy,mild,shows a couple romantic interactions 
https://www.youtube.com/watch?v=nOxZiav_pv8,child directed,Educational Content,,ad about a Math and logic based visual game.  Contained no monetary information
https://www.youtube.com/watch?v=JpNCpykjPqk,irrelevant,Software,,"Domain purchasing software. While not inappropriate, not relevant to children as it explains protection from hackers via encrypted domains"
https://www.youtube.com/watch?v=4XSEnq1rEpw,inaudible,Different Language,,Music video. Appropriateness could not be determined since lyrics in a foreign language.
https://www.youtube.com/watch?v=bQES_F6c7c8,child directed,Educational Content,,math and story driven ad game. Similar to add in row 2.
https://www.youtube.com/watch?v=3ZwSvEx-txQ,irrelevant,Fashion,,"Stylo, ad on women's shoes. Product designed for adults"
https://www.youtube.com/watch?v=dN1ZqEuvVGQ,inappropriate,Physical Violence,extreme,"Movie trailer. Depiction of physical/gang violence, blood and drugs."
https://www.youtube.com/watch?v=0LbnsXgE8ro,child directed,Kids Cooking & Food,,"Domain purchasing software. While not inappropriate, not relevant to children as it explains protection from hackers via encrypted domains"
https://www.youtube.com/watch?v=8wzQ-zcvymQ,inappropriate,Sexual content,moderate,"Movie trailer. Depiction of kissing which could be seen as inappropriate, especially in Pakistan where the video was seen. "
https://www.youtube.com/watch?v=abygu2s6RdY,irrelevant,Music & Performance,,Celebrities discussing music bands. Not directed to kids but not inappropriate
https://www.youtube.com/watch?v=RkL3YP2usOE,irrelevant,Software,,GoDaddy. domain provider. video focused on email domains
https://www.youtube.com/watch?v=esTnkv6WfF8,inaudible,Different Language,,Music video Billboard. Language inaudible to gauge 
https://www.youtube.com/watch?v=FdIZnn-oUaU,inaudible,Different Language,,Music video of people dancing. Based in India but unfamiliar language.
https://www.youtube.com/watch?v=DDB3hb2Opts,irrelevant,Sports & Athletics,,Pakistan Super League stats overview. Cricket discussion with little relavence to child content. Hosted by an insurance company
https://www.youtube.com/watch?v=1dtzSRlfBDk,child directed,Educational Content,,math and story driven ad game. Similar to add in row 6.
https://www.youtube.com/watch?v=sWDtg2UjFP0,excluded,,,Children singing ramzan naat. Could also be irrelevant.
https://www.youtube.com/watch?v=OwQNnCD5WFs,irrelevant,Machinery,,Motor manufacturing plant video
https://www.youtube.com/watch?v=EW9CtqXZGFg,irrelevant,Gaming & Entertainment,,music celebrity interview
https://www.youtube.com/watch?v=Ucog1ghGMUM,irrelevant,Machinery,,Carbon steel manufacturing video
https://www.youtube.com/watch?v=l924xlPeY4s,inappropriate,Display of weapons,extreme,"Music video, display of a gun in the start. Music indicated themes of physical intimacy"
https://www.youtube.com/watch?v=CxUcLE-SuqE,irrelevant,Software,,Shopify ad for product management. Not aimed at kids.
https://www.youtube.com/watch?v=c7kUBqwvuQg,irrelevant,Software,,Prospecting tool for job evaluations
https://www.youtube.com/watch?v=ae0zme6bVLo,inappropriate,Sexual content,moderate,Music video. Heavily sexually suggestive
https://www.youtube.com/watch?v=ulN4LSNaluo,excluded,,,music video of people praising hindu diety.
https://www.youtube.com/watch?v=gRIsS2GwuBA,irrelevant,Software,,"Domain purchasing software. While not inappropriate, not relevant to children as it explains protection from hackers via encrypted domains"
https://www.youtube.com/watch?v=wMKvGAHJ-t4,irrelevant,Software,,ad transition
https://www.youtube.com/watch?v=CxftomuwufY,inappropriate,"Drinking, drugs, smoking",moderate,Music video. Depiction of drinking/alcohol. Might also be irrelevant. Audio in different language.
https://www.youtube.com/watch?v=Hxy0AEktdaQ,irrelevant,Software,,ad transition
https://www.youtube.com/watch?v=I2ow-rS4RAo,child directed,Play and Adventure,,Bounce house/ theme park for kids
https://www.youtube.com/watch?v=J6TcbAKKbgs,irrelevant,Travel & Adventure,,video promoting tourism to Uttarakhand
https://www.youtube.com/watch?v=_R_Z9uKGrqw,irrelevant,Machinery,,ad outlining the features of a transmitter
https://www.youtube.com/watch?v=Iv0YRb3KHVE,inappropriate,Intimacy,mild,a song about love. shows a mehndi type function
https://www.youtube.com/watch?v=0I5z4YcjBTU,irrelevant,Software,,ad about an ai based facial recognition tracker. 
https://www.youtube.com/watch?v=K85_2vMRdS0,irrelevant,Music & Performance,,pop song with only the title in the video
https://www.youtube.com/watch?v=T367E4I0n74,irrelevant,Software,,"grammarly, a service focused on fixing grammatical mistakes in documents. video depicts users using the service"
https://www.youtube.com/watch?v=CrKid-xco4E,irrelevant,Software,,"Domain purchasing software. While not inappropriate, not relevant to children as it explains protection from hackers via encrypted domains"
https://www.youtube.com/watch?v=ZDul1_8lLvg,child directed,Cooking and Food,,ad on milk product aimed for children
https://www.youtube.com/watch?v=7iA6dkaXYoo,irrelevant,Software,,"grammarly, a service focused on fixing grammatical mistakes in documents. video depicts users using the service"
https://www.youtube.com/watch?v=BJP3aIFCdXc,irrelevant,Food and Cooking,,ad on milk product shown to be fresh from farm
https://www.youtube.com/watch?v=dMbrrm88x0Y,irrelevant,Software,,ad about an ai based facial recognition tracker. 
https://www.youtube.com/watch?v=TmKG6XmPBj0,irrelevant,Tech & Gadgets,,samsung phone ad showing two friends showing off the features of the phone
https://www.youtube.com/watch?v=YubhVOqU87w,inappropriate,Inappropriate Clothing,moderate,song with a underlying sexual tone. Inappropriate for young children
https://www.youtube.com/watch?v=lQWhcfM6V-k,irrelevant,Tech & Gadgets,,ad about a smartphone.shows a model displaying the phone
https://www.youtube.com/watch?v=AE9BTVpyuuQ,inappropriate,Display of weapons,extreme,"music video of a song. video based on historical depictions of the middle east, however, does contain people waving around swords in an instigating manner"
https://www.youtube.com/watch?v=7LU-MFsWiKg,child directed,Toys,,ad showing wwe based toys for children
https://www.youtube.com/watch?v=Wy-IDaPrFIE,inaudible,Different Language,,"video doesnt contain any inappropriate content, however, language is illegible"
https://www.youtube.com/watch?v=xht9srvO8gU,inaudible,Different Language,,resort tour where they are singing
https://www.youtube.com/watch?v=y_YFQaUGDX4,irrelevant,Home and Lifestyle,,"video doesnt contain any inappropriate content, however, language is illegible"
https://www.youtube.com/watch?v=yMPMU_u2HBg,inappropriate,Sexual content,mild,Music video. Heavily sexually suggestive
https://www.youtube.com/watch?v=Hgge3iTiJfY,inappropriate,Interpersonal Violence,mild,Breakup type song. Does contain references to death etc in the lyrics
