Video Link,Primary Tag,Secondary Tag,Rating,Description
https://youtube.com/watch?v=_f6OQ34REoo,child directed,Cartoons,,Baby Alive Official 🧷 Babies' Tummy Troubles 🥰 Kids Videos 💕
https://youtube.com/watch?v=uwTOt1YcF5E,child directed,Family friendly gaming,,ad for nintendo switch
https://youtube.com/watch?v=otZcTI_4cos,irrelevant,Software,,Canva Social Posts
https://youtube.com/watch?v=vtvKLFh2oRs,child directed,Movies,,American Born Chinese | Disney+ | Action Sell | Pre-Premiere | 15
https://youtube.com/watch?v=NnopzuCwXVI,irrelevant,Travel & Adventure,,Niarra Travel - Meet the team
https://youtube.com/watch?v=i-pmmSqsXe8,irrelevant,Travel & Adventure,,mariott bonvoy - hotel ad
https://youtube.com/watch?v=JW4t_hE5bO0,irrelevant,Business & Entrepreneurship,,Element Fleet Management has the expertise that identifies billions in savings. 
https://youtube.com/watch?v=Xt4AD5joQoY,irrelevant,Business & Entrepreneurship,,Siemens applies technology with purpose to build a more sustainable world. Curious about how to help us address the greatest challenges of our time? Learn more about our career opportunities at www.usa.siemens.com/jobs. 
https://youtube.com/watch?v=EdWq4nhyMLo,irrelevant,Autos & Vehicles,,mazda car ad
https://youtube.com/watch?v=nbzVtZQDGso,child directed,Toys,,Most EPIC Races in the History of Hot Wheels! 😱 + More Cartoon Videos for Kids | Hot Wheels
https://youtube.com/watch?v=8c8gKD0h-DA,child directed,Movies,,Spider-Man: Across the Spider-Verse 
https://youtube.com/watch?v=oAOnYATEn3U,irrelevant,Autos & Vehicles,,hyundai car ad
https://youtube.com/watch?v=eik3bsBny9o,irrelevant,Finance & Legal,,How Online Small Business Loans Work - Lendio
https://youtube.com/watch?v=5Jw6FRnziSA,irrelevant,Software,,grammarlyGO - AI
https://youtube.com/watch?v=tuEWfeUfP8s,irrelevant,Sports & Athletics,,ad for sports channel?
https://youtube.com/watch?v=WD5meI7vQ-k,irrelevant,Personal Care & Beauty,,"Introducing MY WAY PARFUM, the new refillable fragrance by Giorgio Armani"
https://youtube.com/watch?v=cOAZR2sOJqM,irrelevant,Home and Office,,Meet the Next Generation Sleep Number® Smart Beds
https://youtube.com/watch?v=TumidNOY810,irrelevant,Autos & Vehicles,,hyundai car ad
https://youtube.com/watch?v=t8rCimgNEyI,irrelevant,Software,,adobe acrobat
https://youtube.com/watch?v=0i5e3KRXbto,irrelevant,Gaming & Entertainment,,youtube primetime channels
https://youtube.com/watch?v=TqMYtgJy7h4,irrelevant,Business & Entrepreneurship,,ad for jobber.com
https://youtube.com/watch?v=1OcWsNdunj8,irrelevant,Music & Performance,,girl singing iwth guy on guitar
https://youtube.com/watch?v=yjTveODKR04,irrelevant,Gaming & Entertainment,,"
With Verizon, your family gets the network they can rely on and the Disney Bundle with Disney+, Hulu, and ESPN+. All for just $35 a line."
https://youtube.com/watch?v=NiJ7FOISK6I,irrelevant,Business & Entrepreneurship,,"NetSuite on the other hand offers an entire suite of business management applications, extending beyond accounting and finance, and integrating customer management, hr, project management, inventory management, supply chain management, and more."
https://youtube.com/watch?v=DsnoQafo0HY,irrelevant,Education & Learning,,"University of Phoenix: Now, you can trade in those hats to help earn your grad cap! Use our new Savings Explorer™ tool to see how your work, life and school experience could help you earn your degree faster and for less. In fact, students with eligible transfer credits and relevant life experience on average saved $11k and nearly 1 year off their undergraduate degree. 
"
https://youtube.com/watch?v=oq2r5Ljy5q4,irrelevant,Finance & Legal,,Give Your Team or Customers the Rewards They Love – Any Day!
https://youtube.com/watch?v=vKYEA7ZqC8c,irrelevant,Music & Performance,,Youtube music premium
https://youtube.com/watch?v=ezzgO7FdjQw,irrelevant,DIY & Crafts,,I made an anniversary gift using Cricut | vinyl poster | Chris Han
https://youtube.com/watch?v=aEIZBfWF_jA,irrelevant,Software,,GrammarlyGO - AI
https://youtube.com/watch?v=tuHktqLum1Y,irrelevant,Business & Entrepreneurship,,"Hotjar's Product Experience Insights show how your users behave and what they feel strongly about, so you can deliver them real value."
https://youtube.com/watch?v=Rymbk5I_WlA,irrelevant,Music & Performance,,The Gaslight Anthem - Positive Charge (Official Video)
https://youtube.com/watch?v=x14rlbcHGbw,irrelevant,Education & Learning,,TOEFL Home Edition 2022
https://youtube.com/watch?v=q84gjwOyQPo,child directed,Poems/Songs/Nursery Rhymes/Music,,Out of the Shadows (Official Music Video) ft. Twyla | Monster High
https://youtube.com/watch?v=hYwsXoFeTh8,inappropriate,Gaming & Entertainment,Moderate,"jump scare, yelling, shut the ****, offensive language"
https://youtube.com/watch?v=SJMohopLW_g,irrelevant,Education & Learning,,"informative series: In season 2 of Supply Chain Transformed, we look at how the world is tackling new and ever-present challenges in global logistics. Recent years have shown how much risk truly exists between point A and B, and in this season, we’ll explore how technology is poised to provide visibility and insight into where risk lies, and how to ensure nothing catches us off-guard again.

Billions of dollars are being invested into semiconductor production to combat component shortages. In this episode, we explore the steps needed to ensure that future supply chains are ready and able to meet unexpected surges in demand."
https://youtube.com/watch?v=XGoIgkw0wGM,irrelevant,Software,,See how Sarah from Frey Farms uses Oracle NetSuite cloud software to provide real-time data to make informed business decisions to improve the bottom line. Hardworking Americans use NetSuite.
https://youtube.com/watch?v=-l7BKQv_CIc,child directed,Educational Content,,adapted mind reading app
https://youtube.com/watch?v=ctFtM6aTlGU,irrelevant,Education & Learning,,berklee summer music program - student testimonial
https://youtube.com/watch?v=zz2o7dckvA4,irrelevant,Tech & Gadgets,,hair shaver
https://youtube.com/watch?v=bD36W_4C3dc,irrelevant,Tech & Gadgets,,verizon cellphone plan
https://youtube.com/watch?v=4n0oTeVXOyk,irrelevant,Fashion,,atleisure
https://youtube.com/watch?v=624i1CQm7GA,irrelevant,Autos & Vehicles,,hyundai car ad
https://youtube.com/watch?v=AzFKFABTIA8,irrelevant,Music & Performance,,youtube music premium
https://youtube.com/watch?v=ZhwgyZRy2W4,irrelevant,Home and Office,,pet grooming gloves
https://youtube.com/watch?v=38lATPmzHaU,irrelevant,Finance & Legal,,PNCBank (Us bank lol)
https://youtube.com/watch?v=2D4GqfNyzKQ,irrelevant,Autos & Vehicles,,national car rental
https://youtube.com/watch?v=-veqakjpiRU,irrelevant,Software,,speechify voice over studio - AI
https://youtube.com/watch?v=pkcJt2HPdGM,irrelevant,Autos & Vehicles,,"About Autotrader: Our mission at Autotrader is to be your ultimate online solution for buying and selling new, certified, and used cars. Not sure which type of car you want? That's okay. https://Autotrader.com lets you research and compare cars by searching for the body type, mileage, price, and numerous other criteria."
https://youtube.com/watch?v=tTiC_Gmg3Wc,irrelevant,Gaming & Entertainment,,video game ad - rated E for everyone
https://youtube.com/watch?v=PnVFviWFSnk,irrelevant,Machinery,,Schneider Electric USA - $0 Down Financing Available - sustainable energy
https://youtube.com/watch?v=ZRbpmnFKBUY,child directed,Poems/Songs/Nursery Rhymes/Music,,"No Apologies (Music Video) ft. That Girl Lay Lay, Monster High Movie Cast & More! | Nickelodeon"
https://youtube.com/watch?v=Ne2qtEUcqO4,irrelevant,Fashion,,designer shoe warehouse
https://youtube.com/watch?v=ut9vFGg9S-E,irrelevant,Home and Office,,mattress ad
https://youtube.com/watch?v=ig_sFw2XV9Q,irrelevant,Home and Office,,ad for sofa
https://youtube.com/watch?v=pIWV6XOt8Go,child directed,Toys,,"Minecraft Camp Enderwood | AD - figurines (game is E10+), ad by mattel"
https://youtube.com/watch?v=Ea_t_TkoImg,child directed,Cartoons,,🚂 Creaky Cranky - Thomas & Friends™ Season 13 🚂 | Thomas the Train | Kids Cartoons
https://youtube.com/watch?v=6aZknrFd_s4,irrelevant,Travel & Adventure,,Regent Seven Seas Cruises | All-Inclusive Alaska
https://youtube.com/watch?v=prFicXqS1OU,irrelevant,Music & Performance,,youtube music premium
https://youtube.com/watch?v=lfOQu8x2slk,irrelevant,Autos & Vehicles,,national car rental
https://youtube.com/watch?v=gc9-4oq1idA,child directed,Movies,,Elemental | In Theaters June 16
https://youtube.com/watch?v=6OymTXVO_Is,child directed,Toys,,monster high doll
https://youtube.com/watch?v=AkFDrd8MOB0,irrelevant,Software,,WPMU DEV The Best Hosting For WordPress
https://youtube.com/watch?v=NA0c7kUerwQ,irrelevant,Software,,ecommerce product customization software
https://youtube.com/watch?v=moAgOJVQw28,irrelevant,Software,,grammarly
https://youtube.com/watch?v=100tfTCiVmc,irrelevant,Gaming & Entertainment,,VEX IQ Robotics Competition: Full Volume | 2023 - 2024 Game
https://youtube.com/watch?v=LfU83ZJrwyQ,irrelevant,Home and Office,,mattress ad
https://youtube.com/watch?v=x4iwq6cH-Bg,irrelevant,Travel & Adventure,,vrbo whole vacation homes
https://youtube.com/watch?v=d93BRjX4vOY,irrelevant,Education & Learning,,Learn About Agricultural Research and Innovations at the Hebrew University of Jerusalem
https://youtube.com/watch?v=2L1s_Oiv2cg,irrelevant,Movies,,The Little Mermaid | The Cast Goes Under The Sea
https://youtube.com/watch?v=clIkpxWNmac,irrelevant,Gaming & Entertainment,,gameshow episode
https://youtube.com/watch?v=GeeCoGSPiX4,child directed,Cartoons,,Enter the Splat (Car) | Brand 2023 | Nickelodeon
https://youtube.com/watch?v=JhMqc1aui_8,child directed,Family friendly gaming,,Nintendo Switch Presents: Splat Chat Attack with Splatoon 3 -> E10+
