Video Link,Primary Tag,Secondary Tag,Rating,Description
https://www.youtube.com/watch?v=8zIQ9PKYWDE,irrelevant,Finance & Legal,,"health insurance ad, animated"
https://youtube.com/watch?v=wg1L1-plA9A,irrelevant,Finance & Legal,,home rentals online
https://www.youtube.com/watch?v=1rAgIaxYm3A,inappropriate,Sexual content,Moderate,"sensual element in dancing, lyrics in arabic"
https://www.youtube.com/watch?v=TITlnP1wz-s,child directed,Family friendly gaming,,ad for nintendo switch game
https://www.youtube.com/watch?v=4uEZzOMBbus,inappropriate,Offensive language,Extreme,profanity in lyrics
https://www.youtube.com/watch?v=OqOoSEgMrNM,irrelevant,Finance & Legal,,"animated, ad for an insurance service"
https://www.youtube.com/watch?v=LQYoreruLIU,inaudible,Different Language,,"music video, can't undertsand lyrics, looks shady"
https://www.youtube.com/watch?v=KjK06CxurgA,inappropriate,Scariness,Mild,"shows accident w bike, distresssing burial "
https://www.youtube.com/watch?v=qbJrszYEi6U,irrelevant,Personal Care & Beauty,,ad for fragrance
https://www.youtube.com/watch?v=YiRty0R6vag,irrelevant,Play and Adventure,,"shows animals, with animated content, ad for horse riding center"
https://www.youtube.com/watch?v=Eq1wBOY25ak,irrelevant,Education & Learning,,shows a testimonial by two people who became friends in an internship
https://www.youtube.com/watch?v=b1_CCtZEKT0,irrelevant,Sports & Athletics,,ad by mastercard as the sponsor for priceless.com
https://www.youtube.com/watch?v=sGPXOd9kKP4,irrelevant,Education & Learning,,tutorial for animation w motion data
https://www.youtube.com/watch?v=vz7Spp8E2Mo,inaudible,Different Language,,"music video in arabic language, cant undrtsand, again shady"
https://www.youtube.com/watch?v=UKToKw5fLyA,irrelevant,Education & Learning,,shows animations created by uploader
https://www.youtube.com/watch?v=Q4LQi6Vp13k,inappropriate,Extreme stunts ,Mild,"fitness training, shows someone perched on the edge of a building"
https://www.youtube.com/watch?v=6e-PaAe5mOg,inappropriate,Scariness,Mild,scary audio
https://www.youtube.com/watch?v=GNjwqUcajNg,irrelevant,Gaming & Entertainment,,ad for yt premium
https://www.youtube.com/watch?v=SMVfsCiguRo,inappropriate,Intimacy,Mild,"music video, v romantic elements, not too sensual though, in tamil"
https://www.youtube.com/watch?v=fysVod7eanc,inappropriate,Intimacy,Mild,"kannada music video, romantic elements w couple "
https://www.youtube.com/watch?v=AE9BTVpyuuQ,inaudible,Different Language,,"music video in arabic, no overt inapp, but not srue about lyrics"
https://www.youtube.com/watch?v=UK28Xu31_3M,inaudible,Different Language,,msuic video with a woman expressing disappointment about a romantic situation
https://www.youtube.com/watch?v=r7dBuZKS7X4,inappropriate,Display of weapons,Moderate,"music video in haryanvi, display of weapons, shot, and lyrics showing. disagreemnt between guy and girl"
https://www.youtube.com/watch?v=Fe0Yn8O5kNw,inappropriate,Intimacy,Moderate,"music video that shows a romantic story, not too sensual"
https://www.youtube.com/watch?v=EQcGp4gbo7U,inaudible,Different Language,,"lyrics not discernible, only audio, ""waking nightmare music"" "
https://www.youtube.com/watch?v=4QtUgqup_CY,inaudible,Different Language,,"lric video for song, shows romantic elements but not sure about lyrics"
https://www.youtube.com/watch?v=oo9I8tToBHM,irrelevant,Home and Office,,ad for a homeware brand
https://www.youtube.com/watch?v=PVjp81-Z2kw,inappropriate,Music & Performance,Moderate,"punjabi mv, romantic lyrics and gestures, also shows smoking"
https://www.youtube.com/watch?v=Y7TNd_Z2edY,irrelevant,Parenting & Family,,ad that shows a family growing up
https://www.youtube.com/watch?v=cAMHx-m9oh8,inappropriate,Intimacy,Mild,"desi mv where guy is expressing disappointemnt at romantic partner, shows disloyalty"
https://www.youtube.com/watch?v=quMf7BSW37g,inaudible,Different Language,,"lyrics in diff language, lyric mv"
https://www.youtube.com/watch?v=RButl2TvCPQ,inaudible,Different Language,,"lyrics in diff language, lyric mv"
https://www.youtube.com/watch?v=Ye5exW5pP1k,irrelevant,Fashion,,ad for wallet
https://www.youtube.com/watch?v=eoq-jPn6quQ,irrelevant,Sports & Athletics,,ad by mastercard as the sponsor for priceless.com
https://www.youtube.com/watch?v=vd7HYCY5B_U,irrelevant,Education & Learning,,ad for a nursery
https://www.youtube.com/watch?v=M-3zDaqW45Y,inaudible,Different Language,,"turkish music video, cant tell if inapp lyrics"
https://www.youtube.com/watch?v=KmFEk-EdEN8,irrelevant,Food and Cooking,,ad for kehwa
https://www.youtube.com/watch?v=POzry-eNtgk,inappropriate,Intimacy,Moderate,"punjabi mv, with romantic lyrics, dynamic"
https://www.youtube.com/watch?v=c0JoY05GDww,inaudible,Different Language,,"punjabi, cant understand lyrics"
https://www.youtube.com/watch?v=IkyTgjWS484,irrelevant,Fashion,,new clothing collection
https://www.youtube.com/watch?v=CWmVhmT5bgQ,irrelevant,Gaming & Entertainment,,adult oriented cartoon meme
https://www.youtube.com/watch?v=owfKZ7CVw9s,inaudible,Different Language,,cannot undertsand lyrics
https://www.youtube.com/watch?v=d8RE4869Bgk,irrelevant,Parenting & Family,,familial gift giving
https://www.youtube.com/watch?v=hHF-FRKOmmY,irrelevant,Machinery,,ad for a machine supplier in china
https://www.youtube.com/watch?v=gEox--IdjXU,irrelevant,Nature & Environment,,short film w a lot of nature depiction
https://www.youtube.com/watch?v=TW0-4uEUp_A,irrelevant,Art & Design,,collectible posters for spiderman type characters
https://www.youtube.com/watch?v=BPI_NYvo1cs,inaudible,Different Language,,cannot undertsand language
https://www.youtube.com/watch?v=fOdo1GkzZAk,child directed,Education & Learning,,walkthrough for kids math game
https://www.youtube.com/watch?v=E8AkFNlbE0g,child directed,Family friendly gaming,,minecraft ad 
https://www.youtube.com/watch?v=WnSA6VYDJio,irrelevant,Software,,tutorial to make animation
https://www.youtube.com/watch?v=W-Ardr2Oeu8,inappropriate,Sexual content,Mild,"korean mv, has sensual undertones"
https://www.youtube.com/watch?v=mFrGybls16s,irrelevant,Finance & Legal,,ad for an award show for business awards
https://www.youtube.com/watch?v=lhSlJkAobkE,child directed,Health and Hygiene for Kids,,colgate ad showing kid brushing
https://www.youtube.com/watch?v=Y-v1BLPUvSg,irrelevant,Gaming & Entertainment,,yt premium ad
https://www.youtube.com/watch?v=DyIMb0oO8Qw,child directed,Storytelling,,"ad for bimi boo kids, a child directed yt channel"
https://www.youtube.com/watch?v=92gnFsTBcnk,inappropriate,Sexual content,Moderate,"music video, shows sensual intimate interactions"
https://www.youtube.com/watch?v=BbXwQ48r5SQ,inappropriate,Sexual content,Mild,"romantic undertones in video and lyrics, punjabi mv"
https://www.youtube.com/watch?v=jQpdJar4qrI,irrelevant,Education & Learning,,ad for a design masters school
https://www.youtube.com/watch?v=JUo8SAJXS_I,inappropriate,Intimacy,Moderate,"shows couple at wedding, music video, very sensual"
https://www.youtube.com/watch?v=ElLBw-diCts,irrelevant,Software,,character creator and iclone
https://www.youtube.com/watch?v=83zGfs112zU,irrelevant,Gaming & Entertainment,,teaser for a podcast 
https://www.youtube.com/watch?v=8PGC6MtIgbI,irrelevant,Nature & Environment,,video of lions in the wild
https://www.youtube.com/watch?v=76oSfEFcOH0,irrelevant,Gaming & Entertainment,,yt premium ad
https://www.youtube.com/watch?v=9ZpbadFMqLo,inaudible,Different Language,,"arabic lyric video, can't undertsand lyrics"
https://www.youtube.com/watch?v=nAPMfJsZ_Zw,inaudible,Different Language,,"msuic video in arabic, idk lyric, v slight sensual element"
https://www.youtube.com/watch?v=aVSM5qeIyPs,irrelevant,Software,,ad for 3d animator
https://www.youtube.com/watch?v=DP163sGCZ9o,irrelevant,Tech & Gadgets,,magnetic plated phone covers
https://www.youtube.com/watch?v=0I5z4YcjBTU,irrelevant,Software,,software that shows exp for images
https://www.youtube.com/watch?v=XinhiEXV3UE,child directed,Toys,,elmer's squishies
https://www.youtube.com/watch?v=_ZX6PT3vFnM,irrelevant,Home and Office,,kitchenware ad
https://www.youtube.com/watch?v=zNt0yispEhM,child directed,Toys,,child gets lego
https://www.youtube.com/watch?v=YT4Xgnuj9nU,irrelevant,Autos & Vehicles,,car features
https://www.youtube.com/watch?v=1q-l3Y2_szk,irrelevant,Tech & Gadgets,,ssd ad
https://www.youtube.com/watch?v=8wYSPQp8jNQ,child directed,Educational Content,,storybook app
https://www.youtube.com/watch?v=eq_7wqMobFs,irrelevant,Tech & Gadgets,,ad for an esim
https://www.youtube.com/watch?v=XQRKPcDXv-g,inaudible,Different Language,,lyric video in arabic
https://www.youtube.com/watch?v=G8iRbdh8kLw,inappropriate,Intimacy,Moderate,punjabi mv w romantic dynamic
https://www.youtube.com/watch?v=xbmDg5mnaps,inappropriate,Interpersonal Violence,Moderate,"a lot of fighting in trailer, guns, tail movie"
https://www.youtube.com/watch?v=z2E2MUYzqIc,irrelevant,Tech & Gadgets,,mobile network sevice
https://www.youtube.com/watch?v=5R2SAzJvlY8,irrelevant,Nature & Environment,,"farming guide, sprinkler ad"
https://www.youtube.com/watch?v=k3IUJICf5io,irrelevant,Education & Learning,,uni ad
https://www.youtube.com/watch?v=QVV1tWgcBhg,irrelevant,Music & Performance,,music beat
https://www.youtube.com/watch?v=rc38wzEUPx4,inappropriate,Display of weapons,Mild,"lady holding gun, flaunting it while singinng. indian mv"
https://www.youtube.com/watch?v=iSUSSjw3RVc,irrelevant,Music & Performance,,korean song abt movie stars
https://www.youtube.com/watch?v=A2ajy4iu9xE,child directed,Poems/Songs/Nursery Rhymes/Music,,"achoo, children's song, animated"
https://www.youtube.com/watch?v=YORkUx3pvrk,irrelevant,Fashion,,"montage of videos, seems like shoes ka ad"
https://www.youtube.com/watch?v=oJOKRI3ThwA,inappropriate,Inappropriate Clothing,Extreme,"very sensual content in bhojpuri mv, and a lot of nudity"
https://www.youtube.com/watch?v=7J7EvR-oVaI,irrelevant,Software,,animation software
https://www.youtube.com/watch?v=ElIpFUXHc4o,irrelevant,Home and Office,,home light
https://www.youtube.com/watch?v=TZNRLDrwtI8,inappropriate,Intimacy,Mild,"punjabi mv, shows marriage and physical intimacy"
https://www.youtube.com/watch?v=-I0Yj7NLxu0,irrelevant,Different Language,,korean mv
https://www.youtube.com/watch?v=22MsgCr-yX8,irrelevant,Education & Learning,,uni ad
https://www.youtube.com/watch?v=p6JzJ6u1BdE,irrelevant,Food and Cooking,,sorbet tutorial
https://www.youtube.com/watch?v=T2RKzleM_8E,inaudible,Different Language,,"arabic mv, lyrics inaudible"
https://www.youtube.com/watch?v=bUltXkQt5gM,inappropriate,Intimacy,Mild,"arabic mv, shows two peopel on beach w sensual dynamic"
https://www.youtube.com/watch?v=gcY2wVhhX7Y,irrelevant,Music & Performance,,"korean mv, looks fine"
https://www.youtube.com/watch?v=0Ahim5aJmp8,irrelevant,Music & Performance,,"korean mv, shows friends in high school"
https://www.youtube.com/watch?v=Huhc_1ykWOc,irrelevant,Tech & Gadgets,,speaker ad
https://www.youtube.com/watch?v=DsJMtL39IXQ,irrelevant,Gaming & Entertainment,,yt premium ad
https://www.youtube.com/watch?v=Tdav_OW1nBs,child directed,Storytelling,,"bubby boys channel promo, family friendly"
https://www.youtube.com/watch?v=DXs6JcFv1Os,irrelevant,Software,,wordpress plugins ad
https://www.youtube.com/watch?v=rdBQppORntU,irrelevant,Travel & Adventure,,movenpick hotels ad
https://www.youtube.com/watch?v=PX6n0upPVoA,inappropriate,Scariness,Extreme,"shows fire, someone's death, shows interpersonal violence, someone drowninh"
https://www.youtube.com/watch?v=O8D_fMQiN48,irrelevant,Autos & Vehicles,,shows car parts for fuel mileage
https://www.youtube.com/watch?v=W-QRLo4fFw0,irrelevant,Home and Office,,shows moquito trapper
https://www.youtube.com/watch?v=kBqrf1LvpPo,inappropriate,Intimacy,Moderate,"romantic lyrics and gestures, shirtless man"
https://www.youtube.com/watch?v=BXGozbc8RN8,irrelevant,Music & Performance,,studio performance
https://www.youtube.com/watch?v=ob-zL0He5-Y,irrelevant,Travel & Adventure,,horse show ad
https://www.youtube.com/watch?v=9jZdynsIacQ,irrelevant,Business & Entrepreneurship,,this week in startups podcast
